"","ID","Taxpayer.ID","Taxpayer.Name","Location.Name","Address","City","State","Zip.Code","Zip.4","County","Location.Number","Permit.Number","Pemit.Begin.Date"
"1044",1760367738000008,17603677380,"NATEEL ENTERPRISES, INC.","MADDOG TOBACCO","12921 FM 1960 RD W","HOUSTON","TX",77065,4010,"HARRIS",8,15000720,"01/31/2015"
"1045",1760370393900002,17603703939,"MEDITCO, INC.","PHOENICIA SPECIALTY FOODS","12141 WESTHEIMER RD","HOUSTON","TX",77077,6607,"HARRIS",2,6002668,"04/27/2006"
"1046",1760370679100002,17603706791,"LA MORELIANA, CORP.","LA MORELIANA MEAT MARKET","10769 W BELLFORT ST","HOUSTON","TX",77099,NA,"HARRIS",2,92039077,"05/31/1998"
"1047",1760370679100003,17603706791,"LA MORELIANA, CORP.","LA MORELIANA MEAT MARKET","10301 CLUB CREEK DR STE F","HOUSTON","TX",77036,7129,"HARRIS",3,10003445,"08/23/2010"
"1048",1760374000600001,17603740006,"PATEL INTERNATIONAL, INC.","SONIC FOOD STORE","12001 BISSONNET ST","HOUSTON","TX",77099,1411,"HARRIS",1,95000049,"05/31/1998"
"1049",1760374092300018,17603740923,"UNIVERSAL ENTERPRISES, INC.","HANDI STOP #39","1950 N SAM HOUSTON PKWY E","HOUSTON","TX",77032,3038,"HARRIS",18,1002067,"05/31/2001"
"1050",1760375997200001,17603759972,"QUICKPICK, INC.","PICK QUICK","5820 HIGHWAY 6 N","HOUSTON","TX",77084,NA,"HARRIS",1,92032798,"05/31/1998"
"1051",1760378219800003,17603782198,"DAHERI ENTERPRISES, INC.","SHELL FOOD MART","17049 KUYKENDAHL RD","HOUSTON","TX",77068,1621,"HARRIS",3,15002060,"06/30/2015"
"1052",1760381577400001,17603815774,"BABAJI & COMPANY INC.","T-MART","11002 TOWER OAKS BLVD","HOUSTON","TX",77065,3059,"HARRIS",1,95003298,"05/31/1998"
"1053",1760381577400003,17603815774,"BABAJI & COMPANY INC.","CHEVRON FOOD MART","3551 N SAM HOUSTON PKWY W","HOUSTON","TX",77086,1203,"HARRIS",3,97004515,"05/31/1998"
"1054",1760393041700001,17603930417,"JH ZIPS MARKET I, INC.","JH ZIPS MARKET I, INC.","9922 NORTH FWY","HOUSTON","TX",77037,1271,"HARRIS",1,97001879,"05/31/1998"
"1055",1760400191100001,17604001911,"EXCELLENT INC.","KWIKS TOP","5715 FONDREN RD","HOUSTON","TX",77036,NA,"HARRIS",1,93042643,"05/31/1998"
"1056",1760402018400002,17604020184,"R & J MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET #12","4717 TELEPHONE RD","HOUSTON","TX",77087,2317,"HARRIS",2,2004251,"05/31/2002"
"1057",1760403347600001,17604033476,"S S W PYRAMID ENTERPRISES, INC","STUDEMONT SHELL","3423 KATY FWY","HOUSTON","TX",77007,3632,"HARRIS",1,94051474,"05/31/1998"
"1058",1760403714700001,17604037147,"AL-AZAR ENTERPRISES, INC.","I & A FOOD MART","6060 W BELLFORT ST","HOUSTON","TX",77035,NA,"HARRIS",1,93043443,"05/31/1998"
"1059",1760407795200003,17604077952,"JAE'S ALL SEASONS MARKET, INC.","JAE'S ALL SEASONS MARKET","3230 CAMPBELL RD","HOUSTON","TX",77080,2746,"HARRIS",3,1003674,"08/31/2001"
"1060",1760408226700001,17604082267,"ELEGANT, INC.","SUNNY FOOD STORE","9715 STELLA LINK RD","HOUSTON","TX",77025,NA,"HARRIS",1,95000100,"05/31/1998"
"1061",1.760408324e+15,17604083240,"BERNAL ENTERPRISES, INC.","PANCHO'S MEAT MARKET #1","6141 GRIGGS RD","HOUSTON","TX",77023,6441,"HARRIS",1,98001691,"04/07/1998"
"1062",1.760411213e+15,17604112130,"SHAMU CORPORATION","EZ FOR U","2526 W MOUNT HOUSTON RD","HOUSTON","TX",77038,NA,"HARRIS",1,93044001,"05/31/1998"
"1063",1760422270700001,17604222707,"COLONY EXPRESS, INC.","COLONY EXPRESS MARKET","2525 BROADWAY ST","HOUSTON","TX",77012,NA,"HARRIS",1,94047383,"05/31/1998"
"1064",1.760424263e+15,17604242630,"ZAFAR, INC.","SOUTHWEST FONDREN SHELL","12303 FONDREN RD","HOUSTON","TX",77035,5201,"HARRIS",2,95002246,"05/31/1998"
"1065",1.760424263e+15,17604242630,"ZAFAR, INC.","SOUTHWEST FRWY SHELL","7402 FONDREN RD","HOUSTON","TX",77074,3202,"HARRIS",3,96000165,"05/31/1998"
"1066",1.760424263e+15,17604242630,"ZAFAR, INC.","NORTH FREEWAY SHELL","10271 IH 45 N","HOUSTON","TX",77478,NA,"HARRIS",5,98000217,"05/31/1998"
"1067",1760424263000007,17604242630,"ZAFAR, INC.","PARKER FREEWAY SHELL","6451 NORTH FWY","HOUSTON","TX",77076,3005,"HARRIS",7,4004839,"08/31/2004"
"1068",1760424263000008,17604242630,"ZAFAR, INC.","W LITTLE YORK SHELL","4540 W LITTLE YORK RD","HOUSTON","TX",77091,1316,"HARRIS",8,4004838,"09/30/2004"
"1069",1760424263000009,17604242630,"ZAFAR, INC.","TIDWELL SHELL","7101 TIDWELL RD","HOUSTON","TX",77016,4827,"HARRIS",9,14001370,"04/30/2014"
"1070",1760424263000010,17604242630,"ZAFAR, INC.","249 SHELL","15450 TOMBALL PARKWAY","HOUSTON","TX",77086,1106,"HARRIS",10,15002587,"07/19/2015"
"1071",1760424263000011,17604242630,"ZAFAR, INC.","BELLAIRE SHELL","11831 BELLAIRE BLVD","HOUSTON","TX",77072,2453,"HARRIS",11,18002648,"06/30/2018"
"1072",1760425332200001,17604253322,"BMRN, INC.","FAS FOOD MART","4700 NAVIGATION BLVD","HOUSTON","TX",77011,NA,"HARRIS",1,96002488,"05/31/1998"
"1073",1760426670400001,17604266704,"ENLIGHT CORPORATION, INC.","METRO MART","645 E 11TH ST","HOUSTON","TX",77008,7109,"HARRIS",1,94047551,"05/31/1998"
"1074",1760427239700001,17604272397,"MAKNO ENTERPRISES INC.","CIRCLE M GROCERY","13006 ALDINE WESTFIELD RD","HOUSTON","TX",77039,NA,"HARRIS",1,94048697,"05/31/1998"
"1075",1760432149100001,17604321491,"REGENCY VENTURES, INC.","MIKE'S PIT STOP STORE","10185 FRIENDLY RD","HOUSTON","TX",77093,NA,"HARRIS",1,94048956,"05/31/1998"
"1076",1760433215900001,17604332159,"M & G VENTURES, INC.","PJ'S MINI MART & GAS","10533 I-10 EAST","HOUSTON","TX",77029,NA,"HARRIS",1,95003990,"05/31/1998"
"1077",1760434364400001,17604343644,"SALVADOR'S MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET # 14","12496 BELLAIRE BLVD","HOUSTON","TX",77072,NA,"HARRIS",1,2064,"05/31/2000"
"1078",1760436103400001,17604361034,"PACIFIC OCEAN ENTERPRISE INC.","HONG KONG FOOD MARKET #2","10909 SCARSDALE BLVD","HOUSTON","TX",77089,6024,"HARRIS",1,94050518,"05/31/1998"
"1079",1760436705600001,17604367056,"ABDALLAH'S BAKERY AND DELI, IN","ABDALLAH'S LEBANESE RESTAURANT","3939 HILLCROFT ST STE 100","HOUSTON","TX",77057,NA,"HARRIS",1,12005537,"12/31/2012"
"1080",1760436863300002,17604368633,"KAILASH ENTERPRISES, INC.","HEIGHTS FOOD MART","130 HEIGHTS BLVD","HOUSTON","TX",77007,3729,"HARRIS",2,12002079,"02/29/2012"
"1081",1760437615600001,17604376156,"BANASKANTHA CORPORATION","FRANCO'S DRIVE IN GROCERY","627 LATHROP ST","HOUSTON","TX",77020,NA,"HARRIS",1,94050079,"05/31/1998"
"1082",1760437937400001,17604379374,"JOSUE'S MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET # 15","3040 LITTLE YORK RD","HOUSTON","TX",77093,NA,"HARRIS",1,94050082,"05/31/1998"
"1083",1.760440324e+15,17604403240,"F & J SHAMI, INC.","POST OAK FAST STOP","14120 S POST OAK RD","HOUSTON","TX",77045,NA,"HARRIS",2,96002086,"05/31/1998"
"1084",1760440371100001,17604403711,"SHAHENSHAH INC.","HANDI STOP #2","12520 BEAUMONT HWY","HOUSTON","TX",77049,NA,"HARRIS",1,94050913,"05/31/1998"
"1085",1760440371100002,17604403711,"SHAHENSHAH INC.","HANDI-STOP #21","14711 FM 529 RD","HOUSTON","TX",77095,NA,"HARRIS",2,95001310,"05/31/1998"
"1086",1760441397500001,17604413975,"REGENCY UNLIMITED, INC.","MR. EXPRESS #11","3306 NAVIGATION BLVD","HOUSTON","TX",77003,NA,"HARRIS",1,94051374,"05/31/1998"
"1087",1760441650700001,17604416507,"J.B. & J.S. ENTERPRISES INCORP","PENNISON'S SPORTS PUB TOO","7610 CHERRY PARK DR STE B","HOUSTON","TX",77095,2723,"HARRIS",1,4002039,"05/31/2004"
"1088",1760442888200003,17604428882,"RAY'S UNLIMITED, INC.","FLO'S DINER","13610 CULLEN BLVD","HOUSTON","TX",77047,4813,"HARRIS",3,96003757,"05/31/1998"
"1089",1760443489800002,17604434898,"SOUTHSTAR ENTERPRISES, INC.","AMERICUS CONVENIENT MART","7750 PARK PLACE BLVD","HOUSTON","TX",77087,4528,"HARRIS",2,4000925,"04/30/2002"
"1090",1760448510600001,17604485106,"R & T FOODS INC.","T & T FOOD MART","4005 HOLLISTER ST","HOUSTON","TX",77080,NA,"HARRIS",1,94052493,"05/31/1998"
"1091",1760451083800001,17604510838,"METRO STORES, INC.","METRO MART","6010 W TIDWELL RD","HOUSTON","TX",77092,2366,"HARRIS",1,425,"05/31/1998"
"1092",1760451797300001,17604517973,"SARAH OIL, LP","LAKESIDE SHELL","2706 W SAM HOUSTON PKY S","HOUSTON","TX",77042,NA,"HARRIS",1,94052926,"05/31/1998"
"1093",1760451797300003,17604517973,"SARAH OIL, LP","WOODRIDGE SHELL","7001 GULF FWY","HOUSTON","TX",77087,2507,"HARRIS",3,2003392,"12/31/2000"
"1094",1760452469800001,17604524698,"A-TRIPLE B, INC.","MAXEY SHELL","570 MAXEY RD","HOUSTON","TX",77013,5036,"HARRIS",1,95005747,"05/31/1998"
"1095",1760454185800001,17604541858,"KAYAN FOODS, INC.","DELTA FOOD STORE","9803 S KIRKWOOD RD","HOUSTON","TX",77099,NA,"HARRIS",1,96002982,"05/31/1998"
"1096",1760454376300001,17604543763,"S & L SERVICES, INC.","SAM'S CHEVRON SERVICE","389 UVALDE RD","HOUSTON","TX",77015,2270,"HARRIS",1,98001591,"04/02/1998"
"1097",1760456157500001,17604561575,"JEFFY'S 2 INC","JEFFY'S CHEVRON","3506 ELGIN ST","HOUSTON","TX",77004,NA,"HARRIS",1,99003609,"05/31/1998"
"1098",1760456375300001,17604563753,"J N Z PROPERTIES, INC.","PARADISE GIFTS","600 TRAVIS LEVEL A","HOUSTON","TX",77002,NA,"HARRIS",1,96000257,"05/31/1998"
"1099",1760460801200001,17604608012,"SNS CORPORATION","STOP IN FOOD STORE","12291 S DAIRY ASHFORD ST","HOUSTON","TX",77099,NA,"HARRIS",1,95001064,"05/31/1998"
"1100",1760461695700001,17604616957,"SHAHID INC.","E Z FOOD STORE","9941 LONG POINT RD","HOUSTON","TX",77055,NA,"HARRIS",1,95001062,"05/31/1998"
"1101",1760468506900001,17604685069,"7 AM ENTERPRISES, INC.","STOP N BUY","3727 W ALABAMA ST","HOUSTON","TX",77027,NA,"HARRIS",1,95002608,"05/31/1998"
"1102",1760469216400001,17604692164,"JACK JOHN VARCADOS SHELL, INC.","JACK JOHN VARCADOS SHELL","12490 MEMORIAL DR","HOUSTON","TX",77024,6146,"HARRIS",1,8002472,"06/03/2008"
"1103",1760470852300001,17604708523,"SHANAR BROS. ENTERPRISES, INC.","WEST RD CITGO","10110 WEST RD","HOUSTON","TX",77064,5360,"HARRIS",1,95002751,"05/31/1998"
"1104",1.760473442e+15,17604734420,"SQ INC.","BIZARRE BAZAAR","12344 GULF FWY # C1","HOUSTON","TX",77034,NA,"HARRIS",1,93045094,"05/31/1998"
"1105",1760474341300001,17604743413,"T & P MARINE CORPORATION","MY HOA FOOD MARKET","13201 BELLAIRE BLVD","HOUSTON","TX",77083,NA,"HARRIS",1,96004205,"05/31/1998"
"1106",1760475426100001,17604754261,"MILAN ENTERPRISES, INC.","HANDI STOP #24","10490 W BELLFORT ST","HOUSTON","TX",77031,NA,"HARRIS",1,95004569,"05/31/1998"
"1107",1760476058100002,17604760581,"HONG LAND CORPORATION","HONG KONG FOOD MARKET #3","13400 VETERANS MEMORIAL DR","HOUSTON","TX",77014,1606,"HARRIS",2,8001611,"04/09/2008"
"1108",1760476483100001,17604764831,"BMB MUTUAL CORPORATION","CROSSTIMBERS MINIT MARKET","4100 E CROSSTIMBERS ST","HOUSTON","TX",77016,6211,"HARRIS",1,95004185,"05/31/1998"
"1109",1760476594500001,17604765945,"FAIRWAY ENTERPRISES, INC.","1ST CHOICE FOOD STORE # 1","7335 FAIRBANKS N HOUSTON RD","HOUSTON","TX",77040,NA,"HARRIS",1,95004239,"05/31/1998"
"1110",1760477461600001,17604774616,"TAMMY R BAKER AND MAJID SADIGH","SAGE FOOD MART","5201 RICHMOND AVE","HOUSTON","TX",77056,7500,"HARRIS",1,95005890,"05/31/1998"
"1111",1760478210600001,17604782106,"SPEEDY BUSINESS, INC.","SPEEDY FOOD MARKET","6215 BRITTMOORE RD","HOUSTON","TX",77041,NA,"HARRIS",1,95004744,"05/31/1998"
"1112",1760478234600001,17604782346,"S.A.S. BUSINESS, INC.","STOP 4 ALL FOOD STORE","7003 MCHARD RD","HOUSTON","TX",77053,5238,"HARRIS",1,95004684,"05/31/1998"
"1113",1.760478331e+15,17604783310,"RUBY ENTERPRISES, INC.","WESTCHASE SHELL","11305 MEADOWGLEN LN","HOUSTON","TX",77082,2632,"HARRIS",1,96002650,"05/31/1998"
"1114",1760480128600001,17604801286,"NEW PAK-A-SAK, INC.","PAK-A-SAK GROCERIES","5601 LAWNDALE ST","HOUSTON","TX",77023,NA,"HARRIS",1,95005329,"05/31/1998"
"1115",1760481667200003,17604816672,"VIPER, INC.","BIZARRE BAZAAR","5177 FM 1960 RD W","HOUSTON","TX",77069,4504,"HARRIS",3,17003906,"11/01/2017"
"1116",1760482250600001,17604822506,"GREAT DISCOVERY'S INC.","GREAT DISCOVERY'S INC","5401 MITCHELLDALE ST STE A1","HOUSTON","TX",77092,7226,"HARRIS",1,97003633,"05/31/1998"
"1117",1760484769300001,17604847693,"E.Z. GOOD INC.","7 DAYS FOOD STORE","15004 LINDITA DR","HOUSTON","TX",77083,4416,"HARRIS",1,95005925,"05/31/1998"
"1118",1760485120800002,17604851208,"3AM ENTERPRISES, INC.","AL'S SPORTS BAR","16203 WESTHEIMER RD STE 102","HOUSTON","TX",77082,1247,"HARRIS",2,3002990,"06/30/2003"
"1119",1760485745200001,17604857452,"V & R MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET #17","1002 BOUNDARY ST","HOUSTON","TX",77009,NA,"HARRIS",1,95006254,"05/31/1998"
"1120",1.760487477e+15,17604874770,"PAK SANA ENTERPRISES, INC.","JOHNS HANDI PLUS #2","7242 LEY RD","HOUSTON","TX",77028,2347,"HARRIS",1,96004030,"05/31/1998"
"1121",1760487653600001,17604876536,"H.A.S SILVER, INC.","TANNER FOOD MART","5702 BRITTMOORE RD","HOUSTON","TX",77041,NA,"HARRIS",1,96000313,"05/31/1998"
"1122",1.760490489e+15,17604904890,"MAL INTERNATIONAL, INC.","HIGH TIMES 'A UNIQUE STORE'","6881 S GESSNER DR","HOUSTON","TX",77036,NA,"HARRIS",1,96001937,"05/31/1998"
"1123",1760490659800001,17604906598,"VUONG NGUYEN CORPORATION","BI-RITE SUPER MARKET","1115 FREEPORT ST","HOUSTON","TX",77015,NA,"HARRIS",1,96001339,"05/31/1998"
"1124",1760493901100001,17604939011,"FIRST STOP, INC.","FIRST STOP FOOD STORE #24","2418 YALE ST","HOUSTON","TX",77008,NA,"HARRIS",1,96001307,"05/31/1998"
"1125",1760494470600001,17604944706,"B K SINGH ENTERPRISES, INC.","NEW QUIK N EASY","8360 WINDFERN RD","HOUSTON","TX",77040,1551,"HARRIS",1,96002004,"05/31/1998"
"1126",1760494549700001,17604945497,"KIRAN MART, INC.","KRESS FOOD STORE","846 KRESS ST","HOUSTON","TX",77020,6714,"HARRIS",1,96001014,"05/31/1998"
"1127",1760495680900001,17604956809,"NUSRAT, INC.","TIME SAVING FOOD MART","3702 ALDINE MAIL ROUTE RD","HOUSTON","TX",77039,NA,"HARRIS",1,96002492,"02/28/1999"
"1128",1760498238300001,17604982383,"REGENCY RETAILS, INC.","JOHNS HANDI PLUS #51","2222 LOUISIANA ST","HOUSTON","TX",77002,NA,"HARRIS",1,96002416,"05/31/1998"
"1129",1760502281700001,17605022817,"AISHA & MARIAM, INC.","MARCOS MARKET","2221 PARKER RD","HOUSTON","TX",77093,NA,"HARRIS",1,96003386,"05/31/1998"
"1130",1760505776300001,17605057763,"TRANCO FOOD MART, INC.","TRANCO FOOD MART","13301 HIRAM CLARKE RD","HOUSTON","TX",77045,NA,"HARRIS",1,96004120,"05/31/1998"
"1131",1760507137600001,17605071376,"EAGLEMONT ENTERPRISES, INC.","THRIF-TEE SUPER MARKET","7104 IRVINGTON BLVD","HOUSTON","TX",77022,NA,"HARRIS",1,96004866,"05/31/1998"
"1132",1760507438800001,17605074388,"SUVINDU ENTERPRISES, INC.","ROMA DISCOUNT LIQUOR","5347 ANTOINE DR","HOUSTON","TX",77091,NA,"HARRIS",1,96005019,"05/31/1998"
"1133",1.76050797e+15,17605079700,"THOMAS-JULIA INVESTMENT CORPOR","LATHROP FOOD MART","403 LATHROP ST","HOUSTON","TX",77020,5235,"HARRIS",2,1004881,"09/30/2001"
"1134",1760509207500001,17605092075,"K S FOOD STORE, INC.","K S SUPERMARKET","6902 N WAYSIDE DR","HOUSTON","TX",77028,NA,"HARRIS",1,96005215,"05/31/1998"
"1135",1760510066200002,17605100662,"DAHRI & QAZI ENTERPRISES INC.","QUEENSTON FOOD MART","7127 QUEENSTON BLVD","HOUSTON","TX",77095,5339,"HARRIS",2,18004097,"11/30/2018"
"1136",1.760510213e+15,17605102130,"ROSAMOND CORPORATION","JRS MART","330 ROSAMOND ST","HOUSTON","TX",77076,NA,"HARRIS",1,96006483,"05/31/1998"
"1137",1760511703900001,17605117039,"THE BEST PAL AMERICAN, CORP.","KELLY'S FOOD STORE #416","110 HARDWICKE RD","HOUSTON","TX",77060,NA,"HARRIS",1,96007347,"05/31/1998"
"1138",1760516587100003,17605165871,"RICARDO'S MEAT MARKET, CORP.","LA MORELIANA MEAT MARKET","13521 TORREY FOREST DR","HOUSTON","TX",77014,1730,"HARRIS",3,14001775,"10/17/2013"
"1139",1760518149800001,17605181498,"GUL TRADERS, INC.","RIVER OAKS SHELL","3903 SAN FELIPE ST","HOUSTON","TX",77027,NA,"HARRIS",1,96007350,"09/30/2005"
"1140",1760524389200001,17605243892,"TEXXCO-MART COMPANY, INCORPORA","TEXXCO-MART","9191 WEST RD","HOUSTON","TX",77064,NA,"HARRIS",1,98000491,"05/31/1998"
"1141",1760524822200001,17605248222,"BLODGETT'S FISH MARKET, INC.","BLODGETT'S FISH MARKET","2603 BLODGETT ST","HOUSTON","TX",77004,NA,"HARRIS",1,4003848,"01/31/2003"
"1142",1760525465900001,17605254659,"MEMORIAL CAR CARE CENTER, INC.","MEMORIAL CAR CARE CENTER","8605 MEMORIAL DR","HOUSTON","TX",77024,NA,"HARRIS",1,97001561,"05/31/1998"
"1143",1760529702100002,17605297021,"GULF COAST CONVENIENCE, INC.","KAY B STORE","4620 N MAIN ST","HOUSTON","TX",77009,4441,"HARRIS",2,98004408,"07/13/1998"
"1144",1760534709900001,17605347099,"YEN HUONG CORPORATION","KING LIQUOR #2","821 TELEPHONE RD","HOUSTON","TX",77023,NA,"HARRIS",1,97003623,"05/31/1998"
"1145",1760535264400003,17605352644,"SMOKE INN OF HOUSTON, INC.","ON THE ROX SPORTS BAR GRILL","10535 JONES RD STE 300","HOUSTON","TX",77065,5473,"HARRIS",3,16000732,"02/29/2016"
"1146",1760536493800002,17605364938,"ABUZAID PETROLEUM, INC.","SAM HOUSTON SHELL","6160 N SAM HOUSTON PKWY W","HOUSTON","TX",77066,5000,"HARRIS",2,1001613,"03/08/2001"
"1147",1760540119300002,17605401193,"THE BRIAR SHOPPE INCORPORATED","THE BRIAR SHOPPE INCORPORATED","2426 TIMES BLVD","HOUSTON","TX",77005,3223,"HARRIS",2,19003633,"01/01/2020"
"1148",1760541527600001,17605415276,"SAHREEN FOOD MART INC.","SARHEEN FOOD MART","3110 HILLCROFT ST","HOUSTON","TX",77057,5804,"HARRIS",1,97004366,"05/31/1998"
"1149",1760541527600002,17605415276,"SAHREEN FOOD MART INC.","HILLCROFT TEXACO","6750 HILLCROFT ST","HOUSTON","TX",77081,4804,"HARRIS",2,4002379,"04/30/2004"
"1150",1760541896500002,17605418965,"ROGER'S MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET #23","11210 SOUTH POST OAK RD","HOUSTON","TX",77035,NA,"HARRIS",2,2006615,"12/12/2002"
"1151",1760542429400001,17605424294,"SUGARLAND PETROLEUM, INC.","GULF FREEWAY PHILLIPS 66","3503 GULF FWY","HOUSTON","TX",77003,5541,"HARRIS",1,99003023,"05/31/1998"
"1152",1760542429400010,17605424294,"SUGARLAND PETROLEUM, INC.","COOK SHELL","12261 BELLAIRE BLVD","HOUSTON","TX",77072,2316,"HARRIS",10,14001853,"04/30/2014"
"1153",1760542429400014,17605424294,"SUGARLAND PETROLEUM, INC.","UNIVERSITY SHELL","3505 GULF FWY","HOUSTON","TX",77003,5541,"HARRIS",14,13005379,"11/30/2013"
"1154",1760546501600001,17605465016,"MAHNAZ ENTERPRISES, INC.","MOON MART","522 E LITTLE YORK RD","HOUSTON","TX",77076,1623,"HARRIS",1,98000060,"05/31/1998"
"1155",1760546862200003,17605468622,"B & B CORNER CORPORATION","HONG KONG MARKET #4","11205 BELLAIRE BLVD STE A","HOUSTON","TX",77072,2545,"HARRIS",3,2001956,"03/31/2001"
"1156",1760552085100001,17605520851,"CHAWLA, INC.","CHAWLA'S CITGO","3501 EASTEX FWY","HOUSTON","TX",77026,3507,"HARRIS",1,98004672,"09/07/1998"
"1157",1760552085100002,17605520851,"CHAWLA, INC.","EDGEBROOK CITGO","10512 GULF FWY","HOUSTON","TX",77034,1858,"HARRIS",2,98004673,"09/07/1998"
"1158",1760552311100003,17605523111,"SAQIB ENTERPRISES, INC.","T'S MINI MART","3604 OATES RD","HOUSTON","TX",77013,4102,"HARRIS",3,99001891,"04/30/1999"
"1159",1760552311100004,17605523111,"SAQIB ENTERPRISES, INC.","SHELL FOOD MART","9030 HIGHWAY 6 N","HOUSTON","TX",77095,2303,"HARRIS",4,12004343,"09/14/2012"
"1160",1760552920900002,17605529209,"SAMAD, INC.","HANDI STOP #64","7028 LAWNDALE ST","HOUSTON","TX",77023,4246,"HARRIS",2,99000774,"01/31/1999"
"1161",1760552928200002,17605529282,"RASS & ASSOCIATES, INC.","IN N OUT CONOCO","16640 KIETH HARROW BLVD","HOUSTON","TX",77084,2741,"HARRIS",2,98004453,"08/25/1998"
"1162",1760554571800001,17605545718,"6400 BEVERAGE, L.L.C.","STEREO LIVE","6400 RICHMOND AVE","HOUSTON","TX",77057,5912,"HARRIS",1,7001227,"03/22/2007"
"1163",1760555311800001,17605553118,"BERNAL MEXICAN FOOD & GROCERY,","PANCHO'S MEAT MARKET #4","8564 LONG POINT RD","HOUSTON","TX",77055,2311,"HARRIS",1,98000601,"05/31/1998"
"1164",1760556846200001,17605568462,"SATSUN CORPORATION","HOUSTON FLEA MARKET","6116 WINDSWEPT LN","HOUSTON","TX",77057,7012,"HARRIS",1,99000434,"12/31/1997"
"1165",1760559089600001,17605590896,"R & D MEAT, LTD.","LA MICHOACANA MEAT MARKET #24","10206 TELEPHONE RD","HOUSTON","TX",77075,2947,"HARRIS",1,98004689,"09/14/1998"
"1166",1760559130800001,17605591308,"N & D MEKHAIL ENTERPRISES, INC","N & D MEKHAIL ENTERPRISES, INC","7450 OLD GALVESTON RD","HOUSTON","TX",77034,NA,"HARRIS",1,92029098,"05/31/1998"
"1167",1760561768100001,17605617681,"SHEEMA, INC.","SUNNY'S FOOD","5720 CLAREWOOD DR","HOUSTON","TX",77081,5210,"HARRIS",1,98001218,"03/12/1998"
"1168",1760563840600001,17605638406,"NICK'S PLACE, INC.","NICK'S PLACE","2713 ROCKYRIDGE DR","HOUSTON","TX",77063,3818,"HARRIS",1,97000253,"05/31/1998"
"1169",1.760571409e+15,17605714090,"NS MERCHANTS, INC.","GLAMOUR'S CARDS & GIFTS","1111 LOUISIANA LEVEL B1","HOUSTON","TX",77002,5129,"HARRIS",2,98002624,"05/30/1998"
"1170",1760572168100001,17605721681,"M & R MEAT MARKET, LTD.","LA MICHOACANA MEAT MARKET #26","4466 HIGHWAY 6 N","HOUSTON","TX",77084,3440,"HARRIS",1,99001554,"07/16/1998"
"1171",1760572689600001,17605726896,"ENTERPRISE OPERATING COMPANY","THE ST JAMES RESTAURANT & CABA","555 RANKIN RD","HOUSTON","TX",77073,4501,"HARRIS",1,3841,"05/31/2000"
"1172",1760572901500001,17605729015,"KSS ENTERPRISES, INC.","BEST STOP #2","7250 W LITTLE YORK RD","HOUSTON","TX",77040,4816,"HARRIS",1,98003446,"06/28/1998"
"1173",1760573231600001,17605732316,"ESTEEM ENTERPRISE INC.","SPEEDY MART # 1","1708 N WAYSIDE DR","HOUSTON","TX",77020,5609,"HARRIS",1,98003486,"06/28/1998"
"1174",1760573999800001,17605739998,"PALL FOOD, INC.","DELTA FOOD STORE","5699 BEECHNUT ST","HOUSTON","TX",77096,1021,"HARRIS",1,98003725,"07/16/1998"
"1175",1760574888200001,17605748882,"J.P. VENTURES, INC.","CORNER STOP","11580 CHIMNEY ROCK RD","HOUSTON","TX",77035,2906,"HARRIS",1,98004201,"02/28/2002"
"1176",1760575367600001,17605753676,"AL-FATIMA, INC.","PAYLESS SUPER MARKET","6901 MARTIN LUTHER KING JR BLVD","HOUSTON","TX",77033,1919,"HARRIS",1,98003659,"06/30/1998"
"1177",1760576502700003,17605765027,"ADIL AND WASEEM INC.","SHOP N GO","4401 IRVINGTON BLVD","HOUSTON","TX",77009,3344,"HARRIS",3,99004342,"08/31/1999"
"1178",1760580333100001,17605803331,"SUPERMERCADO TELOLOAPAN # 2, I","SUPERMERCADO TELOLOAPAN # 2, I","9480 LONG POINT RD","HOUSTON","TX",77055,4202,"HARRIS",1,2003296,"04/30/2002"
"1179",1760581863600002,17605818636,"ASIM BUSINESS INC.","AMIGO MART","829 MCCARTY ST","HOUSTON","TX",77029,1149,"HARRIS",2,507,"01/31/2000"
"1180",1.760582691e+15,17605826910,"THIRUHRIDAYA CORPORATION","FONDWIN SHELL","5803 FONDREN RD","HOUSTON","TX",77036,2904,"HARRIS",2,99001122,"03/14/1999"
"1181",1760583976400002,17605839764,"S.K. ASSOCIATES, INC.","IN-N-OUT MART","1430 TELEPHONE RD","HOUSTON","TX",77023,3633,"HARRIS",2,19000096,"12/31/2018"
"1182",1760584701500001,17605847015,"PNR INVESTMENTS, INC.","TONY K'S HOME OF FINESPIRITS","2720 BISSONNET ST","HOUSTON","TX",77005,1306,"HARRIS",1,98005620,"11/08/1998"
"1183",1760584701500003,17605847015,"PNR INVESTMENTS, INC.","A-C CUT RATE","15007 LAWNDALE ST","HOUSTON","TX",77017,2800,"HARRIS",3,4001189,"02/29/2004"
"1184",1760584709800002,17605847098,"PARAMOUNT BUSINESS CORPORATION","SUNRISE GROCERY #9","10150 WESTVIEW DR","HOUSTON","TX",77043,4402,"HARRIS",2,2305,"12/31/1998"
