"","address","lon","lat"
"2954","5016 SAN FELIPE ST",-95.4623002,29.7512355
"2955","7055 HIGHWAY 6 N STE B",-95.6468945,29.8804211
"2956","9805 FM 1960 BYPASS RD W",-95.2735264,30.0064668
"2957","2857 KATY FWY STE 100",-95.3873229,29.7746087
"2958","12303 SCARSDALE BLVD STE C",-95.2060763,29.5916962
"2959","1143 LATHROP ST",-84.5283421,42.721142
"2960","191 N SAM HOUSTON PKWY E",-95.407977,29.941447
"2961","23240 HIGHWAY 290",-96.1896134,30.1288829
"2962","2501 PRESTON AVE",-95.1720049,29.6755614
"2963","7614 LYONS AVE",-95.2907723,29.7763674
"2964","6802 CULLEN BLVD",-95.3539064,29.6892712
"2965","9275 RICHMOND AVE STE 199",-95.527528,29.7277861
"2966","13655 BISSONNET ST STE 102",-95.6226113,29.6805743
"2967","2539 PRESTON AVE",-95.1718419,29.6742136
"2968","13648 STATE HIGHWAY 249",-95.4932047,29.9202128
"2969","9223 STELLA LINK RD",-95.4390457,29.6818174
"2970","5090 GRIGGS RD # 105",NA,NA
"2971","2740 PASADENA BLVD",-95.1729623,29.6819562
"2972","3520 N MAIN ST",-94.9638455,29.7608837
"2973","3103 WILSON RD",-95.4872437,30.3204584
"2974","2707A FOUNTAIN VIEW DR",-97.0579318,33.1372236
"2975","5300 GENOA RED BLUFF RD",-95.11556,29.6334684
"2976","1202 RED BLUFF RD",-95.1979903,29.7130216
"2977","15209 WESTHEIMER RD STE 120",-95.6538058,29.7315281
"2978","6227 HIGHWAY 6 S",-95.6439607,29.7102956
"2979","20003 TIMBER FOREST DR",-95.1941734,30.012186
"2980","1303 N DURHAM DR",-95.4119135,29.7943829
"2981","12931 NYACK DR",-95.196521,29.594836
"2982","3545 WHEELER ST",-96.820431,32.825964
"2983","16902 TUCKERTON RD",-95.668988,29.9178764
"2984","6371 WINDSWEPT LN",-95.4972452,29.7253057
"2985","14919 STUEBNER AIRLINE RD",-95.5069868,29.9990138
"2986","13214 W LITTLE YORK RD # E",NA,NA
"2987","12131 NORTHPOINTE BLVD",-95.6151768,30.0322534
"2988","1002 N SHEPHERD DR",-95.4094383,29.7888253
"2989","641 E CROSSTIMBERS ST",-95.3634714,29.8293323
"2990","10814 KATY FWY",-95.5687836,29.7860331
"2991","2443 ROLLINGBROOK DR",-94.9856582,29.7603701
"2992","903 GARNER RD STE A",-95.2012199,29.6839026
"2993","13150 BISSONNET ST STE A",-95.6129831,29.6812103
"2994","10701 W BELLFORT ST STE B182",-95.567527,29.653826
"2995","9581 FM 1960 RD",-95.5681683,29.9425427
"2996","5930 HIGHWAY 6 N STE A6",-95.6439877,29.8643307
"2997","1420 KATY FORT BEND RD # 180",NA,NA
"2998","2922 N MASON RD STE B182",-95.7515002,29.8159493
"2999","6460 WESTHEIMER RD",-95.4977834,29.7382571
"3000","14960 STATE HIGHWAY 249",-95.5079766,29.9311958
"3001","12400 ALMEDA RD",-95.4144707,29.6275119
"3002","8720 AIRLINE DR # 70",NA,NA
"3003","2830 E RICHEY RD",-95.3767997,30.0011547
"3004","17129 MARKET ST",-95.0905773,29.7893493
"3005","2509 COUNTRY CLUB DR",-95.241235,29.565136
"3006","4735 ANDERSON RD",-103.1115325,44.037171
"3007","6225 SPRING CYPRESS RD",-95.5160981,30.0490246
"3008","740 W LITTLE YORK RD",-95.4152481,29.8687344
"3009","647 RANKIN RD",-95.4028518,29.9661852
"3010","3536 LOCKWOOD DR STE A",-95.315601,29.7914283
"3011","1104 N SAM HOUSTON PKWY E STE A",-95.3736718,29.9377635
"3012","1731 FEDERAL RD",-95.2124415,29.7590026
"3013","5203 ALMEDA RD",-95.3784966,29.7229057
"3014","6095 GLENMONT DR",-95.4883088,29.7196265
"3015","4101 W OREM DR",-95.4383498,29.6274625
"3016","10600 CULLEN BLVD",-95.356461,29.6441492
"3017","4620 DACOMA ST",-95.4573408,29.8071111
"3018","6610 HARWIN DR STE 102",-95.4983963,29.7204302
"3019","14525 BOUDREAUX RD",-95.6340891,30.0454339
"3020","7605 DASHWOOD DR",-95.5192683,29.7072317
"3021","6307 DUMFRIES DR",-95.5041245,29.6706077
"3022","9802 WESTPARK DR",-95.5330625,29.7208346
"3023","2711 FOUNTAIN VIEW DR STE C",-95.4838026,29.7363215
"3024","11002 S SAM HOUSTON PKWY W",-95.5400667,29.6461705
"3025","10101 LONG POINT RD",-95.545097,29.7939919
"3026","2339 N FRY RD",-95.7201084,29.8011747
"3027","3500 N TERMINAL RD SPC 45",-95.336989,29.987638
"3028","12315 FM 1960 RD",-95.0893161,30.0234326
"3029","15201 MASON RD STE 400",-95.7389093,29.9950128
"3030","4303 CHARRITON DR",-95.3312674,29.9058066
"3031","3960 ANDERSON RD",-95.4378791,29.6064674
"3032","6440 W 43RD ST STE E",-95.485605,29.8336355
"3033","11403 MARTIN LUTHER KING JR BLVD",-95.3390307,29.6365672
"3034","8902 FALLBROOK DR",-95.555924,29.9245264
"3035","4502 FM 1960 RD W",-95.4990228,29.9879683
"3036","444 CYPRESS CREEK PKWY",-95.4362709,30.0194933
"3037","718 NORTH LOOP E",-95.3613759,29.8136149
"3038","3365 OLD SPANISH TRL",-95.3711777,29.7021328
"3039","12803 HIRAM CLARKE RD",-95.4459637,29.6406921
"3040","719 BARBARA MAE ST",-95.1694789,29.7839499
"3041","210 AIRTEX DR",-95.4265625,29.982121
"3042","3374 FRICK RD",-95.478416,29.9231241
"3043","303 BAYLAND AVE",-95.3743668,29.7870736
"3044","16943 ELLA BLVD",-95.4502419,30.0127266
"3045","8110 N SAM HOUSTON PKWY W",-95.5451175,29.9306327
"3046","1035 UVALDE RD",-95.1861852,29.7759904
"3047","8103 MARTIN LUTHER KING JR BLVD",-95.3371092,29.6662101
"3048","1101 MAIN ST",-81.4213953,30.3332186
"3049","203 E LITTLE YORK RD",-95.3974114,29.8704999
"3050","12226 HILLCROFT ST",-95.4937181,29.6448473
"3051","9709 MILLS RD",-95.5644463,29.9583008
"3052","14701 BOUDREAUX RD",-95.6377444,30.0454125
"3053","6285 BARKER CYPRESS RD",-95.6836809,29.8650635
"3054","11056 AIRLINE DR",-95.4048665,29.9175156
"3055","7416 S SAM HOUSTON PKWY W",-95.4956835,29.615535
"3056","2502 W LITTLE YORK RD STE A",-95.4494026,29.8634338
"3057","1210 WEST RD STE C",-95.4416778,29.9151187
"3058","1603 GESSNER DR",-95.5452219,29.7994914
"3059","3440 BERTRAND ST",-95.3307771,29.8867665
"3060","16714 HUFFMEISTER RD",-95.6747003,29.9952931
"3061","14550 SPRING CYPRESS RD",-95.6452611,29.9966239
"3062","111 E NAVIGATION BLVD",-95.2803621,29.7296447
"3063","9301 BISSONNET ST STE 162",-95.5396638,29.6753115
"3064","18700 CYPRESSWOOD DR",-95.7099933,29.9851508
"3065","1069 EDGEBROOK DR",-95.2402088,29.6431408
"3066","3051 N FRY RD STE B",-95.7210048,29.8128882
"3067","3400 W LITTLE YORK RD",-95.4592496,29.8636361
"3068","1431 WESTHEIMER RD",-95.3970228,29.7425876
"3069","1431 WESTHEIMER RD STE B",-95.3970228,29.7425876
"3070","10903 HOMESTEAD RD",-95.3012251,29.8735109
"3071","7640 AIRLINE DR # 1",NA,NA
"3072","3702 LAURA KOPPE RD",-95.3316147,29.8404687
"3073","9441 FM 1960 BYPASS RD W STE 110",-95.2842314,30.0059482
"3074","22756 CYPRESSWOOD DR",-95.345242,30.0441223
"3075","7045 NAVIGATION BLVD",-95.2968763,29.743445
"3076","6114 ROOT RD",-95.513079,30.0984898
"3077","13110 FM 529 RD STE 6",-95.6088778,29.8801059
"3078","9700 CLUB CREEK DR STE A",-95.5479881,29.6798819
"3079","115 E CANINO RD",-95.3970432,29.8758324
"3080","802 MICHIGAN ST",-85.6023643,44.3148443
"3081","9443 KEMPWOOD DR",-95.5249458,29.8209481
"3082","9461 W BELLFORT ST STE B",-95.5489519,29.6534227
"3083","13308 WESTHEIMER RD STE 400",-95.6248892,29.737389
"3084","2705 REED RD",-95.3856733,29.6584274
"3085","1946 W GRAY ST",-95.4060457,29.7538345
"3086","10875 KATY FWY",-95.5692349,29.7837149
"3087","803 E NASA RD 1",-95.1170971,29.5382042
"3088","15327 GULF FWY STE F",-95.1834141,29.5886064
"3089","1412 SPRING CYPRESS RD",-95.4336018,30.0764422
"3090","3730 WASHINGTON AVE",-95.3982509,29.7699577
"3091","14060 HOMESTEAD RD",-95.3017152,29.9227867
"3092","7031 N SHEPHERD DR",-95.4130844,29.8640283
"3093","1850 WIRT RD # A",NA,NA
"3094","1727 BERRY RD",-95.3528846,29.8379199
"3095","1373 FM 1960 BYPASS RD E",-95.2549911,30.0054463
"3096","602 W PARKER RD",-95.4096837,29.8591829
"3097","14435 TELGE RD",-95.654915,29.9860829
"3098","18135 TELGE RD",-95.6598864,30.0361394
"3099","12811 EAST FWY",-95.2056385,29.7719957
"3100","6606 SOUTHWEST FWY",-95.5000304,29.7169974
"3101","4811 BELLFORT ST",-95.3551735,29.6693187
"3102","9620 LONG POINT RD STE 100",-95.5301865,29.7963172
"3103","18401 W LAKE HOUSTON PKWY",-95.1618639,29.9851451
"3104","638 DELL DALE ST",-95.1398066,29.7835929
"3105","1010 W MOUNT HOUSTON RD",-95.418836,29.898497
"3106","1022 HIGHWAY 146 S",-95.0307577,29.6527826
"3107","11602 CUTTEN RD",-95.5203748,29.9506961
"3108","4620 OLD SPANISH TRL",-96.898213,32.7257872
"3109","12912 S POST OAK RD",-95.4640611,29.6403103
"3110","6569 ATASCOCITA RD",-95.1776277,29.9942836
"3111","4011 HIGHWAY 6 N",-95.6460005,29.8309465
"3112","12703 BISSONNET ST",-95.6031513,29.6779037
"3113","9789 BEECHNUT ST",-95.5532274,29.6892146
"3114","6916 JENSEN DR",-95.3421567,29.8223725
"3115","6610 S SAM HOUSTON PKWY W",-95.4840526,29.6099706
"3116","3107 S SHEPHERD DR",-95.4103395,29.7382815
"3117","17110 NORTHGATE FOREST DR",-95.4832291,30.0173233
"3118","9846 FONDREN RD STE B",-95.5097798,29.6729903
"3119","6010 W TIDWELL RD STE E",-95.4790509,29.8508529
"3120","9803 W FAIRMONT PKWY",-95.0867124,29.6516321
"3121","3226 FONDREN RD",-95.5207623,29.7294142
"3122","6007 FM 2100 RD",-95.0697913,29.913547
"3123","6901 BEECHNUT ST",-95.5064631,29.6913519
"3124","8110 IRVINGTON BLVD",-95.3611209,29.8353102
"3125","14244 WESTHEIMER RD",-95.6396462,29.736055
"3126","14710 MUESCHKE RD",-95.7201514,29.9888066
"3127","5825 BELLAIRE BLVD",-95.4843556,29.7051516
"3128","873 S MASON RD STE 360",-95.7510887,29.7703557
"3129","10000 TELEPHONE RD",-95.2856486,29.6204612
"3130","12709 BEECHNUT ST STE 165",-95.6051011,29.6882201
"3131","102 S ALLEN GENOA RD STE A",-95.2172476,29.6662993
"3132","8265 RICHMOND AVE",-95.5138082,29.7284063
"3133","10218 WESTHEIMER RD STE A",-95.5542014,29.7374735
"3134","6732 HIGHWAY 6 S STE A",-95.6453124,29.7053146
"3135","8020 LOCKWOOD DR",-95.3183785,29.8339689
"3136","7530 HARRISBURG BLVD",-95.2905477,29.7317428
"3137","12222 BISSONNET ST STE Z",-95.5947576,29.6764756
"3138","14236 WESTHEIMER RD",-95.6396029,29.7360674
"3139","3911 HOLLISTER ST",-95.5066788,29.8107261
"3140","8015 DE PRIEST ST",-95.421304,29.8750655
"3141","8702 BEECHNUT ST",-95.5380032,29.6909688
"3142","3117 MAIN ST",-97.6920663,32.4439336
"3143","3308 ALDINE MAIL ROUTE RD STE C",-95.3404404,29.9017643
"3144","1822 N MAIN ST STE D",-95.3611618,29.775929
"3145","10803 HUFFMEISTER RD",-95.6294895,29.9318373
"3146","7064 WILL CLAYTON PKWY",-95.2819948,29.9823457
"3147","3318 W FUQUA ST STE B",-95.4274833,29.6137995
"3148","1002 PASADENA FREEWAY",-95.2009398,29.7114393
"3149","10102 VETERANS MEMORIAL DR",-95.4436508,29.9173088
"3150","8684 LOUETTA RD",-95.5436618,30.0105432
"3151","2776 W T C JESTER BLVD",-95.4436612,29.8104031
"3152","14238 STATE HIGHWAY 249",-95.4984697,29.9238449
"3153","12115 HOMESTEAD RD",-95.3016743,29.8996749
"3154","10012 TIDWELL RD",-95.2385364,29.8504061
"3155","9702 VETERANS MEMORIAL DR",-95.4335118,29.9043081
"3156","16911 MEMORIAL CHASE RD",-95.5649068,30.0114622
"3157","1621 COLLINGSWORTH ST",-95.3515358,29.7936567
"3158","6737 W TIDWELL RD",-95.489374,29.8501546
"3159","22736 CYPRESSWOOD DR",-95.3451459,30.0436251
"3160","7500 ALMEDA RD",-95.3900697,29.6915307
"3161","1740 JENKINS RD",-95.1880395,29.6957205
"3162","9820 GULF FWY",-95.2517949,29.6508094
"3163","8341 SOUTHWEST FWY",-95.5296495,29.68808
"3164","114 E EDGEBROOK DR",-95.2174311,29.649206
"3165","2103 WESTHEIMER RD",-95.4109929,29.7423567
"3166","510 SHEPHERD DR",-95.409111,29.7671036
"3167","409 N MAIN ST",-83.4611003,42.3767558
"3168","16200 HICKORY KNOLL DR",-95.1127379,29.594568
"3169","5101 TIDWELL RD # 200",NA,NA
"3170","6566 HOMESTEAD RD STE 100",-95.3016335,29.8168777
"3171","9492 KEMPWOOD DR",-95.5259907,29.8222877
"3172","4204 S SHAVER ST",-95.2083593,29.6468757
"3173","10025 TELEPHONE RD",-95.2848729,29.620176
"3174","9366 LONG POINT RD",-95.5237976,29.7986011
"3175","6601 SOUTHWEST FWY",-95.4989968,29.7159678
"3176","14366 MEMORIAL DR STE A",-95.6000951,29.7711339
"3177","21411 CLAY RD STE B",-95.7462537,29.8314303
"3178","6201 LYONS AVE",-95.3082697,29.7768178
"3179","14518 KUYKENDAHL RD",-95.4490751,29.992089
"3180","918 W SOUTHMORE AVE STE 120",-95.2208768,29.6914773
"3181","14682 WALLISVILLE RD",-95.186557,29.8052666
"3182","15742 OLD HUMBLE RD",-95.2732802,29.9492643
"3183","7018 WOODRIDGE DR",-95.2933649,29.7034312
"3184","2010 CYPRESS CREEK PKWY",-95.4597948,30.0096752
"3185","12228 ANTOINE DR STE C",-95.4786822,29.9598404
"3186","8037 MARTIN LUTHER KING JR BLVD",-95.3368521,29.6667255
"3187","10030 HOMESTEAD RD",-95.3001838,29.8573498
"3188","10854 JONES RD",-95.584365,29.93077
"3189","6304 MYKAWA RD",-95.3256499,29.6893472
"3190","4634 IRVINGTON BLVD",-95.3607121,29.8030476
"3191","1806 AVENUE D STE 101",-95.824588,29.7981981
"3192","2222 SPENCER HWY",-95.2062801,29.6628927
"3193","15660 EAST FWY",-95.1280602,29.7764023
"3194","4529 OLD SPANISH TRL",-95.3438322,29.7062596
"3195","10003 FM 2920 RD",-95.577748,30.093022
"3196","19906 ALDINE WESTFIELD RD",-95.3717706,30.0048713
"3197","1641 WESTHEIMER RD STE B",-95.4010519,29.7425815
"3198","3824 ATASCOCITA RD STE 106",-95.2150866,29.9788928
"3199","9526 N SAM HOUSTON PKWY E STE 3100",-95.2472662,29.9335199
"3200","12098 VETERANS MEMORIAL DR",-95.4770487,29.9610816
"3201","6708 HILLCROFT ST",-95.4939999,29.7072285
"3202","10001 W BELLFORT ST STE F",-95.5547141,29.6522568
"3203","17602 W LITTLE YORK RD STE 5",-95.6765703,29.8657744
"3204","18910 FM 529 RD STE 1",-95.7001599,29.8806028
"3205","9637 TELEPHONE RD",-95.2851065,29.6257707
"3206","11246 S WILCREST DR STE 105",-95.5709669,29.6576717
"3207","210 W GREENS RD STE A",-95.4194674,29.9500258
"3208","9140 EASTEX FWY",-95.3328812,29.8447
"3209","5701 N SHEPHERD DR",-95.412384,29.8503742
"3210","13003 ALDINE WESTFIELD RD",-95.3554187,29.9026227
"3211","643 ALDINE MAIL RD",-95.388747,29.9023505
"3212","12205 FRY RD",-95.7076419,29.9561367
"3213","2777 ALLEN PKWY STE 292",-95.3957139,29.7606819
"3214","5643 GESSNER RD",-95.5456096,29.8497924
"3215","376 CYPRESS CREEK PKWY STE A",-95.4360576,30.0200866
"3216","6224 SPRING CYPRESS RD STE 112",-95.5150556,30.0496195
"3217","8611 MOSLEY RD",-95.2532229,29.6439363
"3218","3700 W BAKER RD",-95.0047577,29.77137
"3219","9202 ROSEHAVEN DR",-95.3766361,29.6577103
"3220","5860 WILSON RD",-95.2580727,29.925101
"3221","6920 BELLFORT ST",-95.3079225,29.6680334
"3222","9802 HILLCROFT ST",-95.4935309,29.6736123
"3223","4616 W FUQUA ST",-95.4475706,29.6135988
"3224","1603 N WESTGREEN BLVD",-95.7358237,29.7903548
"3225","13430 FM 529 RD STE A",-95.6145432,29.8799555
"3226","8508 FM 1960 BYPASS RD W",-95.2964359,30.0043695
"3227","6422 LYONS AVE",-95.3055538,29.7763177
"3228","4974 HIGHWAY 6 N",-95.6452816,29.8485735
"3229","9075 S DAIRY ASHFORD RD",-95.6022977,29.6799472
"3230","4212 ELLA BLVD STE A",-95.4292431,29.8275078
"3231","304 MAIN ST",-75.7374443,41.3553397
"3232","3840 S GESSNER RD",-95.5403916,29.7214648
"3233","15050 WEST RD",-95.6290583,29.9009828
"3234","13812 BEAUMONT HWY",-95.1832918,29.8433394
"3235","10202 WESTHEIMER RD",-95.5535657,29.7372971
"3236","4410 WESTWAY PARK BLVD STE 1100",-95.5589899,29.8326532
"3237","2222 PARKER RD",-95.3502124,29.8590449
"3238","16121 EAST FWY",-95.1138536,29.7827699
"3239","221 UVALDE RD",-95.1825379,29.7978496
"3240","6806 BINTLIFF DR",-95.5053333,29.7065837
"3241","2419 PRESTON AVE",-95.1719234,29.6768285
"3242","1595 FM 528 RD",-95.1374653,29.5241583
"3243","8050 N SAM HOUSTON PKWY W # 500",NA,NA
"3244","6412 N MAIN ST STE C",-95.3892517,29.8087426
"3245","14519 CULLEN BLVD STE A",-95.352292,29.5972744
"3246","630 S SAM HOUSTON PKWY W STE A",-95.3957139,29.598139
"3247","9499 SCOTT ST",-95.3681671,29.6535442
"3248","6275 W AIRPORT BLVD",-95.5000063,29.6441305
"3249","555 RANKIN RD",-95.407945,29.9665396
"3250","11495 NORTH FWY",-95.4130924,29.9353124
"3251","2901 WESTRIDGE ST",-95.422061,29.6819255
"3252","11595 FM 1960 RD W",-95.5943331,29.926587
"3253","4006 CENTER ST",-93.211769,30.1849086
"3254","8610 LOUETTA RD STE G",-95.5425751,30.0112415
"3255","11302 SPACE CENTER BLVD STE B4",-95.1434512,29.6305755
"3256","1205 ALMEDA GENOA RD",-95.4042698,29.6141378
"3257","12803 N HOUSTON ROSSLYN RD",-95.4953864,29.9181965
"3258","2516 WARD RD",-94.9342409,29.741479
"3259","6322 GULF FWY",-95.308964,29.7101179
"3260","7558 BELLFORT ST",-95.510073,29.656404
"3261","4801 WILSON RD STE 1000",-95.2489907,29.9368388
"3262","9352 LONG POINT RD",-95.5233077,29.798557
"3263","100 W BAKER RD",-94.9643935,29.77009
"3264","11022 CULLEN BLVD",-95.3563898,29.6392568
"3265","8003 ANTOINE DR",-95.4742586,29.8845316
"3266","6230 WESTHEIMER RD",-95.4937987,29.7381629
"3267","13210 BISSONNET ST",-95.6148511,29.6815599
"3268","4802 W FUQUA ST",-95.4518796,29.6136592
"3269","9639 SCARSDALE BLVD",-95.2281357,29.5706423
"3270","1611 N ALEXANDER DR",-94.953648,29.740716
"3271","7802 HILLCROFT ST",-95.493342,29.694316
"3272","6239 WESTHEIMER RD",-95.4942699,29.7372639
"3273","1560 ELDRIDGE PKWY STE 140",-95.6279403,29.7567104
"3274","2755 GESSNER RD STE W",-95.5465685,29.821147
"3275","1469 WIRT RD",-95.4863731,29.7962005
"3276","3406 N SHEPHERD DR",-95.4098576,29.8177417
"3277","11915 CROSBY LYNCHBURG RD",-95.0623493,29.8683527
"3278","10841 BISSONNET ST",-95.5707118,29.6737869
"3279","990 LOCKWOOD DR",-95.3151925,29.7629424
"3280","8141 N MAIN ST",-84.2619352,39.8417098
"3281","8615 WINKLER DR",-95.2610879,29.6712168
"3282","18700 JOHN F KENNEDY BLVD",-95.3421976,29.9859683
"3283","6524 BELLFORT ST",-95.313507,29.66681
"3284","5222 BARKER CYPRESS RD STE 120",-95.6827355,29.8496508
"3285","2615 MILLS BRANCH DR SPC A",-95.1696441,30.0706337
"3286","2615 MILLS BRANCH DR SPC B",-95.1696441,30.0706337
"3287","13757 WILL CLAYTON PKWY",-95.1647764,29.9807871
"3288","105 ALDINE BENDER RD",-95.4065794,29.9322288
"3289","1114 ALDINE BENDER RD",-95.3716888,29.9330019
"3290","20424 KUYKENDAHL RD",-95.5058866,30.0676365
"3291","11525 NORTHWEST FWY",-95.473201,29.822607
"3292","16271 IMPERIAL VALLEY DR",-95.4003013,29.9351017
"3293","7050 TELEPHONE RD",-95.2891187,29.6560775
"3294","4550 FM 2351 RD",-95.1875097,29.5512486
"3295","15216 S POST OAK RD",-95.465217,29.605437
"3296","5923 SPENCER HWY",-95.1501708,29.6661177
"3297","12790 SCARSDALE BLVD",-95.2009426,29.5958791
"3298","2312 N ALEXANDER DR",-94.9478339,29.7454404
"3299","128 E PARKER RD",-95.3964706,29.859362
"3300","8550 CYPRESS CREEK PKWY",-95.5536856,29.9560289
"3301","5234 SPENCER HWY",-95.1611683,29.6652395
"3302","17501 TELGE RD",NA,NA
"3303","5621 BEECHNUT ST STE D",-95.4896198,29.688354
"3304","20250 PARK ROW DR",-95.7306609,29.7901051
"3305","11663 JONES RD STE B",-95.5854007,29.9441565
"3306","8001 SPENCER HWY",-95.1167371,29.6642181
"3307","8631 BEECHNUT ST",-95.5373061,29.6902309
"3308","9400 HARWIN DR STE B",-95.5278968,29.718191
"3309","9602 JENSEN DR STE 100",-95.3415673,29.8501288
"3310","724 GREENS RD",-95.3984984,29.9502287
"3311","11001 FUQUA ST",-95.222773,29.6125602
"3312","9220 CLEARWOOD DR STE A",-95.2465421,29.6361981
"3313","3150 S DAIRY ASHFORD RD",-95.6062505,29.7302097
"3314","2212 HIGHWAY 3",NA,NA
"3315","9502 N SAM HOUSTON PKWY E # 111",NA,NA
"3316","5520 FM 1960 RD E STE A",-95.1895306,29.9980998
"3317","5805 E SAM HOUSTON PKWY N STE J",-95.1668715,29.8091269
"3318","14512 WEST RD",-95.6212152,29.9001005
"3319","14770 CULLEN BLVD",-95.3527007,29.5937358
"3320","4203 ALDINE MAIL RD",-95.3317631,29.9030856
"3321","9296 WESTHEIMER RD STE 150",-95.5265031,29.7379767
"3322","9898 BISSONNET ST STE 375I",-95.5531145,29.6758325
"3323","1212 E TEXAS AVE",-94.9548752,29.728322
"3324","7455 LITTLE YORK RD",-95.2930995,29.8719885
"3325","3650 W 11TH ST",-95.4428014,29.7895668
"3326","13302 TIDWELL RD",-95.1922985,29.852679
"3327","11402 MARTIN LUTHER KING BLVD",-95.3399501,29.636598
"3328","9908 BEECHNUT ST STE E",-95.5554113,29.6901737
"3329","2311 LITTLE YORK RD STE B",-95.350371,29.871397
"3330","159 ALDINE BENDER RD STE 161",-95.4040856,29.9323605
"3331","704 SHELDON RD",-95.1240299,29.7855343
"3332","5885 S GESSNER RD",-95.5388634,29.7163254
"3333","1814 WASHINGTON AVE",-95.3764112,29.7679605
"3334","2401 MASSEY TOMPKINS RD",-94.9392719,29.7661101
"3335","10935 ALDINE WESTFIELD RD",-95.3543356,29.8747066
"3336","601 JEFFERSON ST STE 201",-95.3724026,29.7531883
"3337","6280 WILCREST DR",-95.5720317,29.7126562
"3338","1900 S DAIRY ASHFORD RD",-95.6064147,29.7458962
"3339","8145 HIGHWAY 6 S STE 100",-95.6428375,29.6910871
"3340","501 W FAIRMONT PKWY",-95.0236465,29.6520297
"3341","10619 S GESSNER RD",-95.5278635,29.66532
"3342","2904 FOUNTAIN VIEW DR",-95.4846423,29.7353171
"3343","815 SPENCER HWY",-95.2206525,29.6649242
"3344","9700 HOMESTEAD RD",-95.2999854,29.8521828
"3345","3906 PINEMONT DR",-95.4421362,29.8414019
"3346","4363 SHAVER ST",-95.2074599,29.6445328
"3347","6110 RICHMOND AVE",-96.7611304,32.8159379
"3348","6627 BRITTMOORE RD",-95.5696451,29.8663559
"3349","5820 MARTIN LUTHER KING BLVD",-95.3377844,29.6963957
"3350","11095 ELLA BLVD",-95.4328958,29.9426712
"3351","159 ALDINE BENDER RD STE 171",-95.4040856,29.9323605
"3352","10555 WESTHEIMER RD STE F",-95.5628354,29.736187
"3353","5701 FRANZ RD STE F",-95.8233108,29.8010032
"3354","10910 BAMMEL NORTH HOUSTON RD",-95.4975682,29.935953
"3355","7355 ALABONSON RD",-95.4832086,29.8762083
"3356","5709 LYONS AVE",-95.3138038,29.7767088
"3357","1300 LAMAR ST",-95.3624506,29.7539836
"3358","3801 ALDINE MAIL RD",-95.3354349,29.90289
"3359","14884 WESTHEIMER RD STE A",-95.6509095,29.7352366
"3360","13143 JOHN F KENNEDY BLVD",-95.3317519,29.9108191
"3361","2101 CAMPBELL RD STE A",-95.5265851,29.8101152
"3362","2101 CAMPBELL RD",-95.5265851,29.8101152
"3363","1205 DEEPWATER AVE",-95.1683992,29.6930112
"3364","900 ALMEDA GENOA RD",-95.4074132,29.6133757
"3365","8110 FAIRBANKS N HOUSTON RD",-95.52431,29.8983304
"3366","26610 FM 2100 RD",-95.0864276,30.0578067
"3367","4703 YELLOWSTONE BLVD",-95.3501462,29.6899192
"3368","13300 NORTHWEST FWY",-95.5055617,29.8497087
"3369","5202 REED RD",-95.3646937,29.6573403
"3370","10853 KIRKFAIR DR",-95.2293388,29.5998839
"3371","7702 WINDFERN RD",-95.5369371,29.8855485
"3372","620 FM 1959 RD",-95.1800284,29.594292
"3373","5930 WESTHEIMER RD",-95.487039,29.7383075
"3374","11470 VETERANS MEMORIAL DR",-95.4677467,29.9484501
"3375","9191 WEST RD STE F",-95.5527454,29.9022066
"3376","1702 PASADENA BLVD",-95.200043,29.6868338
"3377","8401 LONG POINT RD",-95.4957859,29.8028093
"3378","6312 LAURA KOPPE RD",-95.3068403,29.8403599
"3379","1726 S DAIRY ASHFORD RD",-95.6066507,29.7491668
"3380","12112 WESTHEIMER RD",-95.5934853,29.7369272
"3381","13650 WALTERS RD",-95.472989,29.9779526
"3382","5827 N SAM HOUSTON PKWY E",-95.3029811,29.9405302
"3383","3055 TIDWELL RD",-95.340514,29.848599
"3384","4003 RUSTIC WOODS DR STE C",-95.1872448,30.0548682
"3385","6345 WINDSWEPT LN STE 1",-95.494864,29.7253093
"3386","5501 MOUNT HOUSTON RD",-95.3095769,29.8913546
"3387","21835 FM 2920 RD",-95.7589528,30.0765676
"3388","6345 WINDSWEPT LN",-95.494864,29.7253093
"3389","12675 VETERANS MEMORIAL DR",-95.487119,29.972261
"3390","9112 N BROADWAY ST # 5",NA,NA
"3391","7205 BELLERIVE DR",-95.5105995,29.7127482
"3392","10001 LONG POINT RD STE J",-95.5408529,29.7939216
"3393","17950 W LAKE HOUSTON PKWY",-95.1642031,29.9802851
"3394","12968 WESTHEIMER RD",-95.6146664,29.7363928
"3395","2339 S KIRKWOOD RD",-95.5882628,29.7399711
"3396","18055 POINT LOOKOUT DR",-95.0944709,29.5484674
"3397","105 E ANDERSON RD",-95.4219382,29.6058768
"3398","611 HYDE PARK BLVD",-95.3887405,29.7473222
"3399","6830 WALLISVILLE RD",-95.3013885,29.7872176
"3400","6115 WILL CLAYTON PKWY",-95.3003676,29.9847729
"3401","17111 KIETH HARROW BLVD STE A",-95.6635022,29.8487635
"3402","1602 SAN JACINTO ST",-95.3670858,29.7513631
"3403","310 TIDWELL RD",-95.3708217,29.8453679
"3404","17627 KUYKENDAHL RD",-95.4809146,30.0292345
"3405","17966 ROBERTS RD",-95.8149888,30.0364052
