"","lon","lat","Location.Name"
"2305",-95.4518796,29.6136592,"MADCO FOOD STORE"
"2306",-95.4120567,29.6335687,"E & R LIQUOR"
"2307",-95.429018,29.6287467,"RELIANCE"
"2308",-95.4394141,29.6136957,"HANDI STOP #49"
"2309",-95.4452473,29.6273833,"OREM FOOD MARKET"
"2310",-95.4122408,29.6340352,"ALMEDA CHEVRON TRUCK STOP"
"2311",-95.4654534,29.6173228,"RALSTON DRUG & DISCOUNT LIQUOR"
"2312",-95.4458,29.6304075,"PIK'S FOOD STORE #2"
"2313",-95.4458,29.6304075,"PIK'S FOOD STORE #2"
"2314",-95.4655257,29.6158051,"LUCKY CORPORATION"
"2315",-95.4432005,29.6131119,"TWEETY LIQUOR"
"2316",-95.4298365,29.628623,"SHOP N CARRY"
"2317",-95.4457435,29.6387076,"ZIP IN ZIP OUT"
"2318",-95.44565,29.6209926,"TREK MARKET"
"2319",-95.420018,29.6138731,"ALMEDA SHELL W-CHURCH'S"
"2320",-95.4224702,29.6274792,"GALAXY DOLLAR N UP"
"2321",-95.4224702,29.6274792,"DAIQUIRIS TO GEAUX"
"2322",-95.411658,29.6346273,"ALMEDA STORES INC"
"2323",-95.4642658,29.6387222,"LEGACY LIQUOR"
"2324",-95.4409695,29.6139029,"DISCOUNT GROCERY, TOBACCO AND"
"2325",-95.4458,29.6304075,"GOOD TIME FOOD STORE"
"2326",-95.4458,29.6304075,"GOOD TIME FOOD STORE"
"2327",-95.362416,29.761303,"FRANK'S PIZZA"
"2328",-95.3706198,29.7577289,"GATEWAY NEWSTAND"
"2329",-95.3640564,29.7539291,"HOUSE OF BLUES"
"2330",-95.3659038,29.7567954,"GLAMOURS NEWS STAND"
"2331",-95.3639415,29.7557923,"GLAMOUR'S VARIETY"
"2332",-95.3676617,29.7591146,"PARADISE GIFTS #4"
"2333",-95.3607734,29.7609493,"FANNIN CORNER STORE"
"2334",-95.3751028,29.7494317,"COACHES PUB"
"2335",-95.3635147,29.7535449,"THE DIRT"
"2336",-95.3687247,29.7566361,"PETROLEUM CLUB OF HOUSTON"
"2337",-95.3659038,29.7580582,"THE CORONADO CLUB"
"2338",-95.3714333,29.7507644,"LONE STAR SALOON"
"2339",-95.3744077,29.7488736,"RANDALL'S #1773"
"2340",-95.3635042,29.759194,"MCCOY'S FINE CIGARS AND TOBACC"
"2341",-95.3582595,29.7569692,"VIC & ANTHONY'S STEAKHOUSE"
"2342",-95.3616421,29.7623687,"WARREN'S INN"
"2343",-95.3618465,29.7631046,"LA CARAFE"
"2344",-95.3641051,29.7604763,"PARADISE GIFTS"
"2345",-95.3754504,29.7493049,"JOHNS HANDI PLUS #51"
"2346",-95.3679888,29.7571169,"GLAMOUR'S CARDS & GIFTS"
"2347",-95.3859186,29.7295292,"CHEVRON FOOD MART"
"2348",-95.3731402,29.753751,"PART & PARCEL-EDGAR'S HERMANO"
"2349",-95.3731402,29.753751,"PART & PARCEL-EDGAR'S HERMANO"
"2350",-95.3689383,29.7576377,"PIER NEWSTAND"
"2351",-95.3616319,29.7624481,"CHARBAR"
"2352",-95.3713004,29.7480974,"GREYHOUND LINES-FOOD SERVICE D"
"2353",-95.36961,29.7566334,"HYATT REGENCY HOUSTON"
"2354",-95.3573703,29.7588732,"SEEMA TRADERS"
"2355",-95.352762,29.758161,"C&D VENDING"
"2356",-95.3646159,29.7549133,"OUT TO LUNCH"
"2357",-95.3778832,29.7529273,"CAFE LAYAL MIDTOWN"
"2358",-95.3670858,29.7513631,"BAYOU CITY CIGARS"
"2359",-95.3654859,29.7559063,"MAIN FOOD STORE"
"2360",-95.3764112,29.7416205,"MAIN SUPER EXPRESS"
"2361",-95.3611005,29.7621538,"LITTLE DIPPER LOUNGE"
"2362",-95.3724026,29.7531883,"PARADISE GIFTS # 6"
"2363",-95.3670858,29.7513631,"POSH LIQUOR"
"2364",-95.3664561,29.7606395,"TUNNEL NEWS STAND"
"2365",-95.3539268,29.7600308,"MASCULINO PREMIUM CIGARS"
"2366",-95.3800095,29.7382269,"ALLEY KAT"
"2367",-95.376217,29.752516,"CHRISTIAN'S TAILGATE BAR & GRI"
"2368",-95.3769223,29.7533497,"OAKMONT"
"2369",-95.3777558,29.7522923,"MIDTOWN MARKET"
"2370",-95.3620949,29.7587095,"FANNIN FOOD MART"
"2371",-95.365761,29.7603685,"PARADISE GIFTS # 7"
"2372",-95.3617238,29.7622527,"CRU LOUNGE"
"2373",-95.3622451,29.7607545,"INTERIO BAR MEXICAN KITCHEN"
"2374",-95.3532092,29.7675718,"BLACK'S BODEGA"
"2375",-95.3729329,29.7476912,"POLAR FUELS INC"
"2376",-95.3655461,29.7600484,"PENNZOIL PLACE"
"2377",-95.3649227,29.7577371,"HOUSTON NEWSTAND"
"2378",-95.3705645,29.7476761,"CYPRESS MART BUSINESS INC"
"2379",-95.3731402,29.753751,"THE WHITEHALL"
"2380",-95.3731402,29.753751,"THE WHITEHALL"
"2381",-95.3592704,29.7587526,"HOUSTON CANDY STORE"
"2382",-95.508564,29.654756,"BONITO MICHOACAN"
"2383",-95.4641839,29.6691434,"KROGER TEXAS L.P. #313"
"2384",-95.4645556,29.6690767,"KROGER FUEL CENTER #313"
"2385",-95.464921,29.6637882,"WALGREENS #4316"
"2386",-95.5078356,29.6554368,"WALGREENS #4927"
"2387",-95.5089602,29.6411646,"DOLLAR GENERAL STORE #19298"
"2388",-95.4621364,29.6680544,"MURPHY EXPRESS #8832"
"2389",-95.4602958,29.6461633,"FIESTA MART # 22"
"2390",-95.458766,29.6727148,"RANDALL'S FOOD & DRUG #1041"
"2391",-95.4635697,29.6638889,"HANDI STOP #16"
"2392",-95.4635697,29.6638889,"HANDI STOP #16"
"2393",-95.4978551,29.6573749,"I & A FOOD MART"
"2394",-95.5078127,29.6438298,"SOUTHWEST FONDREN SHELL"
"2395",-95.4654432,29.6561964,"LA MICHOACANA MEAT MARKET #23"
"2396",-95.4804231,29.6540562,"CORNER STOP"
"2397",-95.4635697,29.6638889,"HANDI STOP #16"
"2398",-95.4635697,29.6638889,"HANDI STOP #16"
"2399",-95.4460661,29.6531222,"FUEL EXPERTS #3"
"2400",-95.4635697,29.667138,"S-MART FOODS"
"2401",-95.4794605,29.6403984,"SINGH MART"
"2402",-95.4758223,29.652378,"B K FOOD MART"
"2403",-95.5088782,29.6390919,"FAMILY DOLLAR #31983"
"2404",-95.492039,29.64392,"FAMILY DOLLAR #32559"
"2405",-95.5068086,29.6303087,"TIME SQUARE"
"2406",-95.4792271,29.6584637,"BUDGET FOOD MART-EL POLLO RICO"
"2407",-95.5087962,29.6476702,"FONDREN GROCERIES INC"
"2408",-95.4929127,29.6422475,"NOMIS BAR & GRILL"
"2409",-95.4635697,29.6646109,"STAR STOP 69"
"2410",-95.5087348,29.6555929,"STAR STOP 21"
"2411",-95.4937181,29.6448473,"WESTBURY CLARK SERVICE STATION"
"2412",-95.5000063,29.6441305,"24 SEVEN #4"
"2413",-95.4937373,29.6442094,"QUICK FOOD STORE"
"2414",-95.4777299,29.6573375,"LO PRICE LIQUOR & TOBACCO"
"2415",-95.5072731,29.6563827,"FONDREN FOOD STORE"
"2416",-95.5079459,29.6300021,"MAIN MART"
"2417",-95.5076487,29.638872,"PYBURNS FOOD MARKET # 2"
"2418",-95.4977398,29.6384432,"SPEEDY MART #55"
"2419",-95.4612765,29.6476462,"FIESTA BEVERAGE MART#22"
"2420",-95.4926516,29.6423813,"RALSTON DRUG & DISCOUNT LIQUOR"
"2421",-95.4826556,29.6442383,"AIRPORT BUZZY BEE"
"2422",-95.46301,29.6571657,"SAVE A DRIVE FOOD STORE"
"2423",-95.5088782,29.6446882,"FUEL POINT # 2"
"2424",-95.5052212,29.6561098,"ELAN #2"
"2425",-95.4642453,29.6646508,"POST OAK CHEVRON"
"2426",-95.4936349,29.6389105,"SWIFT STOP"
"2427",-95.4784774,29.6513609,"PAK'S FOOD STORE"
"2428",-95.4784774,29.6513609,"PAK'S FOOD STORE"
"2429",-95.4627711,29.6664263,"HOUSTON SMOKE, INC."
"2430",-95.492672,29.6403269,"SPEEDY MART # 51"
"2431",-95.492672,29.6403269,"SPEEDY MART # 51"
"2432",-95.5082297,29.642996,"XTRAORDINARY HOOKAH LOUNGE"
"2433",-95.4586018,29.6723178,"COLONY LIQUOR"
"2434",-95.4925696,29.6440997,"HILLCROFT FOOD MART"
"2435",-95.5088167,29.6440364,"FONDREN FOOD MART"
"2436",-95.5072144,29.6429563,"SW LIQUOR & WINE"
"2437",-95.49691,29.6343592,"FUEL DEPOT #11"
"2438",-95.4784774,29.6513609,"GASMER FOOD MART"
"2439",-95.4784774,29.6513609,"GASMER FOOD MART"
"2440",-95.4634059,29.6572166,"SOUTH POST OAK SMOKE SHOP"
"2441",-95.5044925,29.656392,"ROCK SPIRIT LIQUOR"
"2442",-95.5077307,29.6445553,"HOME RUN FOOD MART #4"
"2443",-95.492672,29.6403269,"FRIENDLY STORE 11"
"2444",-95.492672,29.6403269,"FRIENDLY STORE 11"
"2445",-95.3630831,29.6454168,"A M MINI MART #23"
"2446",-95.4046722,29.6142546,"EAGLE MART #2"
"2447",-95.3768161,29.6144919,"DOLLAR GENERAL STORE #20582"
"2448",-95.3646458,29.5895825,"CLEAR CREEK GOLF COURSE"
"2449",-95.3854892,29.6148974,"TIMEWISE FOOD STORE #297-05"
"2450",-95.3561749,29.6117923,"FLO'S DINER"
"2451",-95.3567471,29.6454467,"WATKINS CENTER"
"2452",-95.3525781,29.5982111,"TIME MART #12"
"2453",-95.352292,29.5972744,"SMOKE & ROCK"
"2454",-95.4047949,29.6133015,"US SUPERMARKET #5"
"2455",-95.3565428,29.6417986,"FAMILY DOLLAR STORES OF TEXAS,"
"2456",-95.3534364,29.6014727,"FAMILY DOLLAR STORE #11606"
"2457",-95.3548465,29.5993163,"MR. EXPRESS FUEL"
"2458",-95.3548669,29.6237639,"CULLEN TEXACO-HARTZ CHICKEN"
"2459",-95.356461,29.6441492,"NEW ERA FOOD MART"
"2460",-95.352292,29.5972744,"PEARLAND LIQUOR"
"2461",-95.3957139,29.598139,"PEARLAND LIQUOR"
"2462",-95.4042698,29.6141378,"CT LIQUOR"
"2463",-95.3563898,29.6392568,"ALL STAR CORNER STORE"
"2464",-95.3527007,29.5937358,"EVERYDAY #1"
"2465",-95.4074132,29.6133757,"ALMEDA GENOA VALERO"
"2466",-95.4219382,29.6058768,"META SUPER MARKET"
"2467",-95.3788646,29.5966541,"SINGH MART #2"
"2468",-95.4126499,29.6067517,"DEL PAPA STORE"
"2469",-95.3553275,29.6345246,"#1 CITGO"
"2470",-95.3688269,29.5987077,"CIRCLE K #2741912"
"2471",-95.3962763,29.627315,"KIRBY PRIMETIME"
"2472",-95.3556435,29.6466196,"PRIME EXPRESS"
"2473",-95.3558683,29.6278092,"OREM FOOD MART"
"2474",-95.3676208,29.5990498,"24 SEVEN #28"
"2475",-95.4089064,29.6134729,"R & K FOOD MART"
"2476",-95.3796415,29.6136443,"STEPHEN'S MARKET PLACE"
"2477",-95.3557875,29.6327801,"QUICKWAY AND WASH"
"2478",-95.3796415,29.6136443,"MARPHA LIQUOR"
"2479",-95.367768,29.617806,"ZIP IN ZIP OUT"
"2480",-95.3882702,29.612076,"SWIFT MART ALMEDA"
"2481",-95.3561749,29.6161266,"CULLEN CHEVRON"
"2482",-95.3962763,29.627315,"DAIQUIRI SHACK #4"
"2483",-95.3565269,29.6364928,"LOTTO CAFE"
"2484",-95.3548669,29.6237639,"THE BOTTLE FACTORY"
"2485",-95.3548669,29.6237639,"BLU LOBSTER, INC."
"2486",-95.3796415,29.6136443,"H TOWN WHOLESALES & DISTRIBUTI"
"2487",-95.3796415,29.6136443,"ZION SMOKE N HOOKAH LOUNGE"
"2488",-95.4587582,29.9365943,"KS #28"
"2489",-95.4503244,29.8980434,"LA ESPERANZA NO 5"
"2490",-95.4287239,29.8989555,"K & M LIQUORS"
"2491",-95.4391685,29.9117948,"DOLLAR GENERAL STORE #20791"
"2492",-95.4569156,29.9329321,"NICE N EASY"
"2493",-95.4282404,29.898864,"FIESTA MART #41"
"2494",-95.4255394,29.8976233,"CIRCLE K #2740196"
"2495",-95.418836,29.898497,"7-ELEVEN CONVENIENCE STORE #41"
"2496",-95.418836,29.898497,"7-ELEVEN CONVENIENCE STORE #41"
"2497",-95.4597102,29.9388632,"TIMEWISE #820"
"2498",-95.4536606,29.9285849,"EXCLUSIVE FOOD MART #1"
"2499",-95.4496483,29.8981183,"EZ FOR U"
"2500",-95.4496483,29.8981183,"EZ FOR U"
"2501",-95.4287929,29.8989089,"TY' SMOKE AND MORE"
"2502",-95.4317297,29.8974918,"ELLA QUICK MART"
"2503",-95.4347888,29.9142725,"ELLA FOOD MART"
"2504",-95.4415426,29.9142198,"HANDI STOP #82"
"2505",-95.4531692,29.9277945,"FAMILY DOLLAR STORE #5534"
"2506",-95.4612355,29.9404778,"KC JEWELRY & GIFT"
"2507",-95.4573046,29.933434,"HD FOOD MARKET"
"2508",-95.4467018,29.8985462,"COUNTRY FOOD MART"
"2509",-95.449391,29.923429,"FIRST STOP"
"2510",-95.4416778,29.9151187,"WEST RD LIQUOR"
"2511",-95.418836,29.898497,"RACEWAY #6772"
"2512",-95.418836,29.898497,"RACEWAY #6772"
"2513",-95.4436508,29.9173088,"MEMORIAL FOOD MART"
"2514",-95.4335118,29.9043081,"BLUE BELL CORNER STORE"
"2515",-95.4331721,29.93846,"E Z STOP #132"
"2516",-95.4407239,29.9139832,"LMMM HOUSTON #64, LTD."
"2517",-95.4498423,29.8972303,"MASS FOOD MART"
"2518",-95.4399667,29.9121449,"3JAKS EXPRESS"
"2519",-95.44318,29.9167651,"LA RAZA TAQUERIA & CARNICERIA"
"2520",-95.4261328,29.9039288,"MAX FOOD MART"
"2521",-95.4474785,29.9208673,"FALLBROOK VALERO"
"2522",-95.4603552,29.9368886,"TEXACO FOOD MART"
"2523",-95.4447632,29.8974784,"HARGUNN HOLDINGS LLC"
"2524",-95.4458907,29.9204396,"VETERANS MEMORIAL EXXON"
"2525",-95.4405257,29.9144851,"NEIGHBOR FOOD STORE"
"2526",-95.443835,29.9160173,"LAS POTRANCAS"
"2527",-95.4496483,29.8981183,"RITESTOP #4"
"2528",-95.4496483,29.8981183,"RITESTOP #4"
"2529",-95.4282066,29.8976664,"MARIA GUADALUPE MACIAS"
"2530",-95.5236336,29.8075337,"STOP-N-IN"
"2531",-95.5260372,29.825266,"SHOP N GO"
"2532",-95.5306847,29.8213931,"ONE STOP FOOD STORE"
"2533",-95.5436823,29.8135925,"H LIQUOR"
"2534",-95.543986,29.8140414,"KROGER TEXAS L.P. #607"
"2535",-95.5445513,29.8232634,"WALGREENS #05536"
"2536",-95.5239205,29.8105419,"WALGREENS #06668"
"2537",-95.541591,29.8130039,"AMIGO FOOD MART"
"2538",-95.5234211,29.8209084,"DOLLAR GENERAL STORE #1751"
"2539",-95.544769,29.8219082,"MURPHY USA #6737"
"2540",-95.5235106,29.822549,"EL AHORRO SUPERMARKET"
"2541",-95.5451996,29.7955429,"LA MICHOACANA MEAT MARKET # 6"
"2542",-95.5256832,29.8227738,"JAE'S ALL SEASONS MARKET"
"2543",-95.5096978,29.8296601,"T & T FOOD MART"
"2544",-95.5011741,29.8112634,"STOP THEN BUY"
"2545",-95.5062554,29.8106916,"CORNER FOOD STORE"
"2546",-95.5102716,29.8114261,"M & R FOOD MKT"
"2547",-95.5455352,29.8076349,"GET N SAVE"
"2548",-95.5456226,29.8073419,"DREAMERZ SMOKE HOUSE"
"2549",-95.5252323,29.8106675,"FAMILY DOLLAR STORE #5348"
"2550",-95.5239726,29.8066832,"BLALOCK TEXACO"
"2551",-95.5268106,29.8321692,"HANDI PLUS #62"
"2552",-95.5221579,29.8221997,"BLALOCK FOOD MART"
"2553",-95.5448201,29.8223127,"KEMPWOOD CHEVRON"
"2554",-95.5232237,29.832071,"ENA FOOD MART"
"2555",-95.5452219,29.7994914,"SUNNY FOOD STORE"
"2556",-95.5249458,29.8209481,"THANG HUNG FOOD MARKET"
"2557",-95.5100257,29.8289253,"HOLLISTER FOOD MART"
"2558",-95.5259907,29.8222877,"KEMPWOOD FOOD MART"
"2559",-95.5465685,29.821147,"VILLAGE LIQUOR"
"2560",-95.5265851,29.8101152,"COUNTRY FOOD MART"
"2561",-95.5265851,29.8101152,"SD PINEAPPLE EXPRESS"
"2562",-95.5406889,29.8019527,"METRO FOOD MART"
"2563",-95.5024853,29.8288784,"AMIGO FOOD MART"
"2564",-95.5258645,29.8095146,"SWIFT MART"
"2565",-95.5452201,29.8021913,"KORNER STORE"
"2566",-95.5452201,29.8021913,"KORNER STORE"
"2567",-95.5236336,29.8075337,"SMOKE N PIPES #2"
"2568",-95.5456096,29.8049022,"ROADSTER #21"
"2569",-95.5457455,29.8206519,"HAWAII SMOKESHOP"
"2570",-95.5236101,29.8222762,"ZIMMNER'S LIQUOR STORE"
"2571",-95.5235298,29.8160563,"POLAR EXPRESS #3"
"2572",-95.5095574,29.8301335,"DOLLAR + MART"
"2573",-95.5442769,29.7958746,"ANDREW LIQUOR #6"
"2574",-95.5257242,29.8108272,"SELLERS BROS. #21"
"2575",-95.5241255,29.8321235,"HAPPY DAZE"
"2576",-95.5197189,29.8322398,"BREAKTIME"
"2577",-95.5452816,29.7964411,"VAPE XPRESS"
"2578",-95.5452201,29.8021913,"KORNER STORE"
"2579",-95.5452201,29.8021913,"KORNER STORE"
"2580",-95.5102716,29.8114261,"MC LIQUOR-2"
"2581",-95.5265851,29.8101152,"SD&K PINEAPPLE EXPRESS, INC."
"2582",-95.4045495,29.914927,"SUN MART # 304"
"2583",-95.4089473,29.8981004,"OKAY FOOD STORE"
"2584",-95.3973091,29.8950843,"METRO MART"
"2585",-95.410727,29.926972,"LA MICHOACANA MEAT MARKET # 39"
"2586",-95.3915625,29.8829053,"LMMM HOUSTON #40 LTD"
"2587",-95.404945,29.889149,"K-STOP FOOD STORE"
"2588",-95.4115453,29.8986474,"EASTMOUNT TEXACO"
"2589",-95.3847683,29.888428,"GULF BANK GROCERY"
"2590",-95.4089975,29.927642,"LA MICHOACANA MEATMARKET HOUST"
"2591",-95.4091294,29.9250725,"N#1 AIRLINE FOOD STORE"
"2592",-95.4055402,29.914842,"WALGREENS #06239"
"2593",-95.4129773,29.8977328,"TNL, INC."
"2594",-95.4003343,29.9020508,"ALDINE MAIL FOOD STORE"
"2595",-95.4042631,29.916155,"FIESTA MART # 28"
"2596",-95.4021257,29.8891767,"CIRCLE K #2740310"
"2597",-95.4137546,29.9157665,"TIMEWISE #818"
"2598",-95.399068,29.8971301,"CHEVRON MART INC"
"2599",-95.4115044,29.9077948,"JH ZIPS MARKET I, INC."
"2600",-95.3871186,29.875807,"K R M FOOD MART"
"2601",-95.3954276,29.8862397,"SUNNY FLEA MARKET INC"
"2602",-95.4112793,29.8893092,"ONCAR INVESTMENT INC."
"2603",-95.3910103,29.8862397,"MERCADO SABADOMINGO"
"2604",-95.3810114,29.8892378,"EL RANCHITO GROCERY"
"2605",-95.3810114,29.8892378,"EL RANCHITO GROCERY"
"2606",-95.402095,29.9080896,"AIRLINE LIQUOR STORE"
"2607",-95.3921964,29.883713,"QUICK MART"
"2608",-95.4048154,29.9173262,"FAMILY DOLLAR STORE #1807"
"2609",-95.4138569,29.8992511,"FAMILY DOLLAR STORE #3394"
"2610",-95.4105517,29.923711,"FAMILY DOLLAR STORE #5197"
"2611",-95.394405,29.8897509,"FAMILY DOLLAR STORE #08071"
"2612",-95.4088655,29.8890926,"ANDY'S FOOD MART"
"2613",-95.4135501,29.9198742,"ESKIMO HUT FROZEN DAIQUIRIS TO"
"2614",-95.405562,29.9180502,"1.00 $ PLUS STORE"
"2615",-95.4112589,29.8978031,"STAR STOP 48"
"2616",-95.4048665,29.9175156,"ACE LIQUOR"
"2617",-95.3970432,29.8758324,"QUIK FOOD STORE"
"2618",-95.388747,29.9023505,"MR FRIENDLY MART"
"2619",-95.3871046,29.9022813,"QUIK FOOD STORE"
"2620",-95.3810114,29.8892378,"EL RANCHITO GROCERY LLC"
"2621",-95.3810114,29.8892378,"EL RANCHITO GROCERY LLC"
"2622",-95.4012155,29.8751664,"CANINO FOOD MART"
"2623",-95.411668,29.9067969,"MYSTIQ STORES, LLC"
"2624",-95.4113916,29.8948375,"INTIMATE BOUTIQUE"
"2625",-95.3998861,29.9030439,"AIRLINE VALERO"
"2626",-95.369154,29.8827355,"MM FOOD MART"
"2627",-95.3915094,29.9023982,"H ALL SEASON"
"2628",-95.4126397,29.8769186,"MOE'S MART #2"
"2629",-95.4126397,29.8769186,"MOE'S MART #2"
"2630",-95.3917874,29.8899478,"GULF BANK MART"
"2631",-95.4092214,29.9252908,"AJ SMOKE & VAPE"
"2632",-95.4042877,29.9142541,"AIRLINE SMAOKE SHOP"
"2633",-95.4110952,29.8987109,"HIGH-BRI"
"2634",-95.4126397,29.8769186,"TIME MART"
"2635",-95.4126397,29.8769186,"TIME MART"
"2636",-95.5560265,29.7039973,"COURTESY CHEVRON #3"
"2637",-95.574842,29.6876673,"SNAPPY MART"
"2638",-95.5706708,29.6877296,"WALGREENS #05390"
"2639",-95.6141737,29.7041211,"WALGREENS #07071"
"2640",-95.578357,29.7042776,"ANDREW LIQUOR # 4"
"2641",-95.5691528,29.6897332,"DOLLAR GENERAL #13187"
"2642",-95.5704246,29.6914392,"WILCREST FOOD STORE"
"2643",-95.5870216,29.6871101,"MURPHY USA #6765"
"2644",-95.61442,29.7029379,"CIRCLE K STORES #2703310"
"2645",-95.5698503,29.6881249,"CIRCLE K #2742302"
"2646",-95.559759,29.6906232,"HEB FOOD STORE #541"
"2647",-95.586121,29.6874508,"WAL-MART NEIGHBORHOOD MARKET #"
"2648",-95.5582824,29.7049403,"TIMEWISE #843"
"2649",-95.5582824,29.6901437,"TIMEWISE #844"
"2650",-95.5750196,29.6883591,"BOONE Q-MART"
"2651",-95.5716514,29.704491,"BELLAIRE Q-MART"
"2652",-95.587473,29.7032859,"BELLAIRE SHELL"
"2653",-95.6026792,29.7044265,"LA MICHOACANA MEAT MARKET # 14"
"2654",-95.5957426,29.7033208,"COOK SHELL"
"2655",-95.5768249,29.7028993,"HONG KONG MARKET #4"
"2656",-95.5563493,29.6896639,"HANDI STOP #30"
"2657",-95.5751413,29.6904817,"BOONE FOOD STORE"
"2658",-95.571081,29.715951,"HARWIN SERVICES INC"
"2659",-95.5717784,29.7025249,"THIM HING SANDWICH"
"2660",-95.5759566,29.7155381,"STOP BY MARKET"
"2661",-95.6041159,29.7039598,"POP CORNER"
"2662",-95.5757365,29.6988326,"FIEZTA BILLIARD"
"2663",-95.5873501,29.6990103,"AMIGOS MINI MARKET"
"2664",-95.581074,29.703336,"QUIK FOOD # 15"
"2665",-95.5720246,29.6892518,"TIEN HUNG"
"2666",-95.603603,29.7037153,"FAMILY DOLLAR STORE #3777"
"2667",-95.5897921,29.6885206,"NOVA LIQUOR"
"2668",-95.5867256,29.7049732,"CHO THANH BINH MARKET"
"2669",-95.5886016,29.7106585,"PANCHO'S MEAT MARKET #7"
"2670",-95.6037054,29.6896324,"QUICK STUFF #7774"
"2671",-95.5954579,29.688657,"YOUNG MARKET"
"2672",-95.6051011,29.6882201,"FANCY SMOKE R US"
"2673",-95.5720317,29.7126562,"DESHI GROCERIES"
"2674",-95.5748965,29.6966198,"BOONE DRIVE IN"
"2675",-95.5700554,29.6856351,"CHASE FOOD MART"
"2676",-95.5748242,29.7028475,"LEQUACH ENTERPRISES LLC"
"2677",-95.5954963,29.6895276,"BEECHNUT FOOD MARKET"
"2678",-95.5954963,29.6895276,"BEECHNUT FOOD MARKET"
"2679",-95.570956,29.7146076,"SUN DOLLARS PLUS STORE"
"2680",-95.5749581,29.7043536,"EXPRESS FOOD MART"
"2681",-95.6085493,29.703141,"MMF FOOD MART"
"2682",-95.5875756,29.7113783,"FRIENDLY FOOD MART"
"2683",-95.5706502,29.6887004,"FAST & EASY BEECHNUT"
"2684",-95.5962761,29.6893594,"TRISTAR #8"
"2685",-95.5970111,29.702825,"COOK FOOD STORE"
"2686",-95.5757581,29.6887792,"EL AHORRO SUPERMARKET #18, LLC"
"2687",-95.5955784,29.6943961,"A1 FOOD MART"
"2688",-95.5976716,29.7043672,"CA PHE GI DO"
"2689",-95.5692037,29.6895,"THE LIQUOR STORE #4"
"2690",-95.5780101,29.6882701,"AMIGOS FOOD MART"
"2691",-95.5774307,29.6889095,"MOTHERLAND AFRICAN FOOD MARKET"
"2692",-95.5884727,29.7117714,"SUPER QUICK"
"2693",-95.5967996,29.7017995,"ZOOM CORNER STORE"
"2694",-95.6110535,29.7028096,"CHAMPIONS SOCIAL"
"2695",-95.5873421,29.6966126,"ROYAL MEAT MARKET"
"2696",-95.5873421,29.6966126,"ROYAL MEAT MARKET"
"2697",-95.5686965,29.6879747,"THE CBD FACTORY AND MORE, LLC"
"2698",-95.569627,29.6850754,"Z GIFT INC"
"2699",-95.5954963,29.6895276,"PIT STOP EXPRESS #9"
"2700",-95.5954963,29.6895276,"PIT STOP EXPRESS #9"
"2701",-95.5873421,29.6966126,"ROYAL MEAT MARKET"
"2702",-95.5873421,29.6966126,"ROYAL MEAT MARKET"
"2703",-95.3993339,29.6848145,"THE LIQUOR STORE # 5"
"2704",-95.4128136,29.6934028,"WALGREENS #10818"
"2705",-95.4153913,29.6902746,"FIESTA MART  # 18"
"2706",-95.3996758,29.6848736,"CIRCLE K #2742090"
"2707",-95.4026268,29.679604,"HANDI STOP #100"
"2708",-95.3775561,29.7009721,"JOHNNY QUICK"
"2709",-95.3910717,29.6885796,"SHOP N GO"
"2710",-95.4026268,29.679604,"HANDI STOP #100"
"2711",-95.3878612,29.6983885,"MEDICAL CENTER EXXON-MOBIL"
"2712",-95.3913013,29.6846775,"TEXAS HOOKAH"
"2713",-95.3942195,29.6794144,"STAR STOP 08"
"2714",-95.3900697,29.6915307,"ALMEDA FOOD AND FUEL"
"2715",-95.422061,29.6819255,"SPEEDY MART # 50"
"2716",-95.3914193,29.6814133,"GOPUFF - HOUSTON ASTRODOME"
"2717",-95.3865627,29.6985427,"MED CENTER FUELING INC"
"2718",-95.3913964,29.6846236,"TXH LOUNGE LLC"
"2719",-95.3912148,29.6849864,"HOUSTON SMOKE SHOP LLC"
"2720",-95.3990525,29.6848083,"MOM & POP TOBACCO SHOP"
"2721",-95.3934234,29.681377,"ALMEDA EXPRESS"
"2722",-95.2880777,29.891793,"STAR FOOD AND GROCERY"
"2723",-95.2875674,29.8916557,"MAISAH FOOD #2"
"2724",-95.300545,29.8915849,"STAR STOP 5"
"2725",-95.3016743,29.8996749,"BUNNY STOP"
"2726",-95.2570525,29.8912987,"LAKE HOUSTON MARKET"
"2727",-95.2932424,29.8909329,"PAYLESS FOOD STORE"
"2728",-95.3013885,29.8908094,"HOMESTEAD FOOD MART"
"2729",-95.2873428,29.8907408,"ROADWAZE #2"
"2730",-95.3006686,29.8996744,"A M MINI MART #12"
"2731",-95.3536491,29.778586,"MONTERREY FOOD CITY"
"2732",-95.3724043,29.7978848,"PATTON CORNER FOOD STORE #3"
"2733",-95.3605486,29.7935855,"ALL IN ONE FOOD STORE"
"2734",-95.3816657,29.802491,"NEIGHBORHOOD LIQUOR MART"
"2735",-95.3601807,29.7815606,"WALGREENS #12069"
"2736",-95.3824017,29.8117036,"JURICA'S EGGS & GROCERY"
"2737",-95.3543151,29.7941757,"CHAPMAN FOOD STORE"
"2738",-95.3753481,29.804258,"SNAP GROCERY"
"2739",-95.3697877,29.7974498,"LOVE'S TRAVEL STOP #419"
"2740",-95.3670485,29.7973353,"FIESTA MART #49"
"2741",-95.3624699,29.7787623,"MARKS N MAIN CHEVRON"
